source_name,source_link,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,submitted_date
Himalayan Times,http://thehimalayantimes.com/nepal/gorkha-landslide-kills-woman/,2016-08-08 00:00:00,Keyarpani of Soti Bazaar in Thumi VDC,A woman died in a landslide at Keyarpani of Soti Bazaar in Thumi VDC of the district on Sunday.,Keyarpani of Soti Bazaar in Thumi VDC,10km,landslide,unknown,medium,unknown,1.0,0.0,28.1314,84.8272,Nepal,Gandaki,Ku-la-ko,2016-08-19 22:46:08
google,http://www.google.com/hostednews/afp/article/ALeqM5hdEGSbayYx2_ZrREVecLhW0LWjVg?docId=CNG.5bd2fe3676dea1a5db897268609d309a.c1,2012-11-30 00:00:00,"Kel, Azad Jammu and Kashmir","A landslide killed three Pakistani soldiers in mountainous Kashmir Friday, while 18 people sent to rescue them were missing after being buried by a second landslide, officials said. A military rescue operation swung into action after heavy snows triggered the two landslides at a remote outpost in the Kel area of Pakistan-administered Kashmir near the de facto border with India.","Kel, Azad Jammu and Kashmir",10km,landslide,rain,medium,unknown,15.0,,33.908,73.93389999999998,Pakistan,Azad Kashmir,Rawalakot,2014-04-01 00:00:00
www.hindustantimes.com,http://www.hindustantimes.com/India-news/Shimla/Heavy-rains-lash-Himachal-landslide-in-Kinnaur/Article1-1077356.aspx,2013-06-15 00:00:00,"Tapri Near Rekong Peo, Kinnaur District","Heavy rains lashed various parts of Himachal Pradesh while high altitude areas had first spell of early light snowfall, causing sharp fall in mercury. The mercury dipped to 6.1 degrees Celsius at Keylong in tribal Lahaul and Spiti district. The rains triggered a massive landslide in Tapri near Rekong Peo in Kinnaur district, damaging over a dozen cowsheds and some houses, reports reaching Shimla said. Paonta Sahib in Sirmaur district was wettest in the region with 200 mm of rains while Una and Dharampur each recorded 70 mm of rains. Bangana had 65 mm of rains followed by Kalpa 62 mm, Nahan 58 mm, Dundernagar 47 mm, Jubal, Bharmaur and Bilaspur 45 mm each, Solan 40 mm, Jubbar Hatti 36 mm, Kotkhai 34 mm, Jogindernagar and Manali 32 mm, Seobagh 27 mm, Bajura and Keylong 25 mm and Shimla 18 mm.","Tapri Near Rekong Peo, Kinnaur District",1km,landslide,downpour,medium,unknown,0.0,,31.5168,78.0976,India,Himachal Pradesh,Oling,2014-04-01 00:00:00
beacononline.wordpress,http://beacononline.wordpress.com/2009/08/17/darjeeling-hills-landslides-kill-6-in-hills-darjeeling-cut-off-for-nine-hours/,2009-08-16 00:00:00,"Phagutar near Mahanadi, 12km from Kurseong, Siliguri district, Darjeeling","Jay Kumar Rai (26) was buried under his house at Phagutar near Mahanadi, 12km from Kurseong.","Phagutar near Mahanadi, 12km from Kurseong, Siliguri district, Darjeeling",5km,landslide,downpour,medium,unknown,1.0,,26.882115220000003,88.3195318,India,West Bengal,Kurseong,2014-04-01 00:00:00
ibnlive.in.com,http://ibnlive.in.com/videos/400037/ground-report-massive-landslides-in-tipri-block-roads.html,2013-06-18 15:00:00,Road Near Tipri To Kedarnath,(video) It is becoming difficult to reach people stranded in Uttarakhand by roads with massive landslides leading to roadblocks. CNN-IBN found one such landslide in Tipri on its way to Kedarnath.,Road Near Tipri To Kedarnath,5km,landslide,rain,medium,unknown,0.0,,30.3797,78.5017,India,Uttaranchal,Chham,2014-04-01 00:00:00
ekantipur.com,http://ekantipur.com/2013/07/23/top-story/floods-landslides-bring-misery-8-dead-13-missing/375202.html,2013-07-22 00:00:00,"Bartung-Ramdi Section, Siddhartha Highway","Landslips in various parts of the Tansen-Tamghas and Bartung-Ramdi sections of Siddhartha Highway have disrupted vehicular movement, while flood waters have waterlogged the Madiphant and Prabhas regions.","Bartung-Ramdi Section, Siddhartha Highway",10km,landslide,downpour,medium,unknown,0.0,,27.859,83.6014,Nepal,Lumbini,Tansen,2014-04-01 00:00:00
expressindia,http://www.expressindia.com/latest-news/heavy-rain-disrupts-life-across-state/363742/,2008-09-19 00:00:00,"NH 22, Kinnaur district",NH 22 was blocked at various points due to landslides beyond Wangtoo and the road leading to Pooh sub-division was cut off for vehicular traffic near Spillo,"NH 22, Kinnaur district",50km,landslide,downpour,medium,unknown,,,31.587,78.315,India,Himachal Pradesh,Oling,2014-04-01 00:00:00
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/gangortririshikesh-highway-closed-due-to-landslide/749417.html,2011-07-06 00:00:00,"Gangortri-Rishikesh highway, at Narendranagar in Tehri district of Uttarakhand","Dehradun, Jul 6 (PTI) Many people were stranded at Gangortri-Rishikesh highway as landslides triggered by heavy rain blocked vehicular traffic at Narendranagar in Tehri district of Uttarakhand. The workers were pressed to clear the landslides at Narendranagar where hundreds of vehicles were waiting for the clearance of the road, an official of disaster management department said. ""We expect the road to be cleared in the next 8 to 12 hours,"" the official said. However, other roads to shrines like Badrinath were clear, he said. Meanwhile, overall weather conditions improved in the state this morning after a heavy downpour last night.","Gangortri-Rishikesh highway, at Narendranagar in Tehri district of Uttarakhand",50km,landslide,downpour,medium,unknown,0.0,,30.3214,78.03189999999998,India,Uttaranchal,Dehra Dun,2014-04-01 00:00:00
The Straits Times,http://www.straitstimes.com/asia/south-asia/one-killed-as-landslide-hits-nepal-school,2015-07-16 00:00:00,Pokhara,"A landslide triggered by heavy monsoon rains buried parts of a school in western Nepal on Thursday, killing a student and injuring 12 people.  Police said the landslide buried three classrooms at the school in Pokhara where students were sitting end-of-term exams.",Pokhara,10km,landslide,monsoon,medium,other,1.0,12.0,28.1996,84.00109999999998,Nepal,Gandaki,Gate,2015-07-20 19:49:17
dailyindia,http://www.dailyindia.com/show/332145.php,2009-09-03 00:00:00,Marhi region of Himachal Pradesh,A landslide left scores of passengers stranded in Maddi region of Himachal Pradesh. Tourists on their way to Rohtang Pass were left stranded after the Border Road Organisation (BRO) closed the road for clearing operation.,Marhi region of Himachal Pradesh,10km,landslide,rain,medium,unknown,,,32.351,77.2234,India,Himachal Pradesh,Chandra,2014-09-15 20:19:30
myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=8895,2009-08-20 00:00:00,"Jogbuda-4, Malas","A landslide destroyed three houses in Jogbuda-4, Malas according to the Area Police Office. Similarly, some families in Amargadi municipality have also been displaced due to fear of landslide. Sixty-eight families from various Village Development Committees (VDC) in the district have been displaced due to fear of landslides.","Jogbuda-4, Malas",5km,landslide,downpour,medium,unknown,0.0,,29.0958,80.3125,Nepal,Mahakali,Jogbura,2014-04-01 00:00:00
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-07/india/32576835_1_water-logging-nullahs-dirty-water,2012-07-05 00:00:00,"Dhalli, Himachal Pradesh","The downpour on Thursday brought in problems of landslides, water logging in houses and uprooting of trees. Traffic on Sanjauli -Indira Gandhi Medical College came to a standstill due to uprooting of trees and five vehicles were damaged at Dhalli due to landslide and an old building of Sanjauli School had to be evacuated, as it was inundated with water. Classes could not be held in it on Thursday as the ground floor of newly-constructed school was also filled with water. Besides Sanjauli, Lower Bazaar, Ram Bazaar, Dhalli and other alleys witnessed water logging.","Dhalli, Himachal Pradesh",5km,landslide,downpour,medium,unknown,,,31.1066,77.209,India,Himachal Pradesh,Simla,2014-04-01 00:00:00
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-09-10/india/41936154_1_east-and-north-sikkim-chungthang-gangtok,2013-09-07 15:00:00,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),"The Army launched massive rescue operations in east and north Sikkim since Saturday and rescued 40 stranded tourists and several injured workers of an engineering firm caught in landslides. While the tourists were on their way to Nathu La, the engineering firm was based in Chungthang. ""Around 3pm on Saturday, a massive landslide occurred at 14 Milestone of J N Marg near Kyangnosola (East Sikkim). A convoy of 11 vehicles ferrying 40 tourists to Nathu La were stranded in rain and bad weather. The group comprised five small children and 11 women. On receiving an alert, the Army swung into action and escorted the tourists to safety at the nearest camp. There, they were made comfortable. Milk was arranged for the children. They were also provided with bedding, blankets and medical aid to tide over the harsh weather during the night,"" said Gr Capt T K Singha, CPRO, Ministry of Defence, Kolkata. The following day, the landslides were cleared by the Border Roads personnel and the tourists we",14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),25km,landslide,rain,medium,unknown,0.0,,27.3736,88.73229999999998,India,Sikkim,Xarsingma,2014-04-01 00:00:00
Early Times,http://www.earlytimes.in/newsdet.aspx?q=200507,2017-04-12 06:00:00,Fatal rockfal at Samroli,"Rock from rockfall hits moving vehicle, kills driver","Samroli, Udhampur Sub-District, Udhampur, Jammu & Kashmir, India",1km,rock_fall,rain,small,above_road,1.0,0.0,32.99132221,75.19427899,India,Jammu and Kashmir,Udhampur,2017-07-28 13:34:24
asiantribune,http://www.asiantribune.com/news/2011/07/03/flood-and-landslide-wreak-havoc-death-toll-reaches-12,2011-07-03 00:00:00,Rural roads in Arghakhanchi,"Kathmandu, 03 July, (Asiantribune.com):  Flood and landslide triggered by incessant rainfall over the past few days in different parts of the country have killed at least 12 persons including three children from a single family and displaced hundreds of families. The torrential rains have also inundated dozens of houses and damaged roads, obstructing vehicular movement in various parts of the country.  Reports said three siblings of same family were killed by landslide triggered by excessive rainfall in Malatikot VDC-7 of Achchham district in western Nepal on Saturday. They met tragic death when their mother had gone to nearby river to fetch drinking water.  Likewise, a girl was buried to death by landslide in Tanahu district in central part of the country. Jyoti Thapa, 12, of Bhagawatipur VDC-5 in the district was buried to death while out cutting grass.  Similarly in neighboring Arghakhanchi district, two persons have been killed in separate mishaps caused by incessant rains. Kunti M",Rural roads in Arghakhanchi,unknown,landslide,downpour,medium,unknown,2.0,,27.7394,83.5754,Nepal,Lumbini,Butwal,2014-04-01 00:00:00
ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/uttarakhand-rains-bring-respite-trigger-landslides/719372.html,2011-06-07 00:00:00,"road to Badrinath shrine, Uttarakhand","Jun 8 (PTI)  .Landslides in the area also disrupted traffic heading for Badrinath shrine, leaving pilgrims stranded. Police said efforts are on to normalise the affected routes.The state experienced light to moderate rainfall at several places.During the past 24 hours, Champawat received 44.0 mm rainfall, Kausani 29.6 mm, Ranikhet and Bageshwar both 16.0, Karanprayag 13.4 and Dehra Dun and Mussoorie both 3.0 mm, Met office said.","road to Badrinath shrine, Uttarakhand",50km,landslide,downpour,medium,unknown,0.0,,30.5319,79.3541,India,Uttaranchal,Gaundar,2014-04-01 00:00:00
www.himvani.com,http://www.himvani.com/news/2013/08/29/devastating-landslide-tirah-lines-dharamshala/23355,2013-08-07 03:30:00,"Tirah Lines Which Is Almost 5 Kms From Dharamshala, Himachal Pradesh","ItÕs almost three weeks now when due to heavy rainfall, fifteen army houses were razed to ground and over a dozen houses were badly damaged as a massive landslide triggered the area. The houses were mainly of ex-servicemen. The incident took place at Tirah Lines which is almost 5 kms from Dharamshala. There was no loss of life as people moved to safer places as soon as they got to know about this. The news went viral. In no time army reached the place and helped the victims. Mrs. Parvati, a resident of the place said, ÒArmy men followed by Himachal police, home-guards, people from taxi stand and nearby areas helped us in tough timesÓ. The place was later visited by Mr. Sudhir Sharma, who overlooked the situation and promised to help the victims. At that time, victims were residing in tents in army area. But now, government has provided them with apartments in I&PH colony at Darnu, which is few kilometers from Dharamshala. This accommodation is provided to them for the next one year. Th","Tirah Lines Which Is Almost 5 Kms From Dharamshala, Himachal Pradesh",5km,landslide,downpour,medium,unknown,0.0,,32.2322,76.3037,India,Himachal Pradesh,Dharmsala,2014-04-01 00:00:00
The Hindu,http://www.thehindu.com/news/national/other-states/himachal-hydropower-project-damaged-in-landslide/article6978360.ece?homepage=true,2015-03-10 04:00:00,"2 MW Sal-II hydropower project, on the outskirts of Chamba","A massive landslide following a downpour damaged a State-run hydropower project on Tuesday in Chamba town of Himachal Pradesh, an official said. There was no loss of life.","2 MW Sal-II hydropower project, on the outskirts of Chamba",5km,mudslide,downpour,medium,unknown,0.0,0.0,32.5612,76.1238,India,Himachal Pradesh,Chamba,2015-03-22 21:45:46
Thaindian News,http://www.thaindian.com/newsportal/uncategorized/seven-die-in-west-bengal-landslides-lead_100233301.html,2009-08-16 09:00:00,"Kalimpong, Darjeeling, West Bengal","Landslide killed, occurred at various places, including in tea gardens, along the National Highway 65 connecting Kurseong with Siliguri and Darjeeling, as also in areas like Pankhabari and Rohini Sunday morning following heavy rains over the past two days, said Kurseong sub-divisional police officer Rakesh Singh.","Kalimpong, Darjeeling, West Bengal",25km,landslide,downpour,medium,above_river,2.0,,27.02459801,88.43849550999998,India,West Bengal,Kalimpong,2014-04-01 00:00:00
